Game, Date, PlayerID, GroupID, Time, Puzzle, Win, NumClicks, RegTime, DisplayTime, HintOn, NumHints, HintTime, Var1, Var2, Var3
29054,2024-12-03 15:56:39,ht,y5,48.4387,Candle,1,31,0,1,1,0,0,,,
29053,2024-12-03 15:55:46,ht,y5,140.392,A Nice Lighthouse,1,103,0,1,1,4,99.74,,,
29052,2024-12-03 15:53:18,ht,y5,243.707,Crouching Cat,1,170,0,1,1,0,0,,,
29051,2024-12-03 15:48:59,ht,y5,40.8878,Diamond,1,34,0,1,1,0,0,,,
29050,2024-12-03 15:48:14,ht,y5,51.3381,House of Tangrams,1,37,0,1,1,0,0,,,
29049,2024-12-03 15:47:17,ht,y5,182.005,Simple Chair,1,141,0,1,1,3,103.102,,,
29048,2024-12-03 15:35:46,Eden,Rose,48.8902,House of Tangrams,1,28,0,1,1,0,0,,,
29047,2024-12-03 15:34:39,Eden,Rose,68.5377,Candle,1,34,0,1,1,0,0,,,
29046,2024-12-03 11:03:57,123,1234,32.8563,Diamond,1,42,0,1,1,0,0,,,
29045,2024-12-03 11:03:15,123,1234,71.6909,Diamond,1,52,0,1,1,0,0,,,
29044,2024-12-02 23:02:33,cf,t,69.372,Crouching Cat,1,46,0,1,1,0,0,,,
29043,2024-12-02 22:37:39,qr,3qw4ers,60,Crouching Cat,0,24,60,1,1,0,0,,,
29042,2024-12-02 12:28:39,1,1,74.0867,Candle,1,46,0,1,1,0,0,,,
29041,2024-11-28 01:17:22,demo,demo,143.599,Candle,1,63,0,1,1,0,0,,,
29040,2024-11-27 17:40:07,ijwidj,cojdejcde,99.015,House of Tangrams,1,42,0,1,1,0,0,,,
29039,2024-11-26 20:09:47,MV,686,185.831,A Nice Lighthouse,1,67,0,1,1,4,78.7552,,,
29038,2024-11-26 20:05:20,vivek,edci,70.2184,House of Tangrams,1,31,0,1,1,0,0,,,
29037,2024-11-26 19:34:15,katie,edci686,39.12,Candle,1,38,0,1,1,0,0,,,
29036,2024-11-26 19:33:25,katie,edci686,50.5541,Candle,1,40,0,1,1,0,0,,,
29035,2024-11-26 19:28:28,KRH,EDCI686,215.413,Piano,1,67,0,1,1,4,114.653,,,
29034,2024-11-26 19:26:57,isabeela,EDCI686,133.436,Piano,1,80,0,1,1,0,0,,,
29033,2024-11-26 00:31:20,ijwidj,cojdejcde,99.092,House of Tangrams,1,44,0,1,1,0,0,,,
29032,2024-11-25 19:43:54,jiidc,fhudf,111.557,Piano,1,79,0,1,1,4,56.0373,,,
29031,2024-11-25 19:41:53,jiidc,fhudf,47.1391,The G,1,35,0,1,1,0,0,,,
29030,2024-11-25 19:40:58,jiidc,fhudf,88.6413,A Nice Lighthouse,1,62,0,1,1,4,58.222,,,
29029,2024-11-24 22:15:11,gvyy,feue,59.5723,Candle,1,52,0,1,1,0,0,ijdire,jid,
29028,2024-11-24 22:14:04,gvyy,feue,106.441,Diamond,1,69,0,1,1,3,48.8044,ijdire,jid,
29027,2024-11-24 22:02:01,wejiiejwe,bhdshydws,94.275,A Nice Lighthouse,1,37,0,1,1,3,45.8549,ew,ew,ew
29026,2024-11-24 21:51:00,aaa,ssss,68.1163,The G,1,30,180,1,1,4,10.3967,qq,sa,aa
29025,2024-11-24 21:38:00,aas,ddaad,90.2039,Piano,1,37,180,1,1,3,12.4021,hyyyyy,vyyyy,jjjooj
29024,2024-11-24 21:37:20,aaa,ssss,180,The G,0,35,180,1,1,0,0,qq,sa,aa
29023,2024-11-24 21:35:27,aas,ddaad,119.721,House of Tangrams,1,53,180,1,1,0,0,adda,ss,fa
29022,2024-11-24 21:12:29,aaa,ssss,82.1417,The G,1,31,180,1,1,0,0,qq,sa,aa
29021,2024-11-24 21:09:33,aaa,ssss,180,The G,0,91,180,1,1,1,38.8209,ssaa,da,ajjs
29020,2024-11-21 13:21:33,SkibidiGyatt,SKIBI,48.4542,Candle,1,28,0,1,1,0,0,,,
29019,2024-11-21 13:20:29,SkibidiGyatt,SKIBI,56.5821,Piano,1,41,0,1,1,7,1.1521,,,
29018,2024-11-18 12:58:06,ll,22,97.5706,The Hook,1,42,180,1,1,0,0,,,
29017,2024-11-18 12:39:15,ll,22,60,Crouching Cat,0,22,60,1,1,1,57.2701,,,
29016,2024-11-16 14:41:14,Hugo,7,64.117,The Hook,1,40,0,1,1,0,0,,,
29015,2024-11-16 14:39:50,Hugo,7,77.7061,The Hook,1,42,0,1,1,0,0,,,
29014,2024-11-16 14:38:26,Hugo,7,28.5569,The G,1,18,0,1,1,0,0,,,
29013,2024-11-16 14:37:53,Hugo,7,39.0639,The G,1,27,0,1,1,0,0,,,
29012,2024-11-16 14:37:12,Hugo,7,290.922,The G,1,162,0,1,1,0,0,,,
29011,2024-11-16 14:32:11,Hugo,7,64.0819,Piano,1,47,0,1,1,0,0,,,
29010,2024-11-16 14:30:58,Hugo,7,130.541,Piano,1,77,0,1,1,0,0,,,
29009,2024-11-16 14:28:25,Hugo,7,37.0719,Simple Chair,1,30,0,1,1,0,0,,,
29008,2024-11-16 14:27:37,Hugo,7,44.9646,Simple Chair,1,30,0,1,1,0,0,,,
29007,2024-11-16 14:26:40,Hugo,7,39.5459,Laughing Man,1,24,0,1,1,0,0,,,
29006,2024-11-16 14:25:50,Hugo,7,104.133,Laughing Man,1,56,0,1,1,0,0,,,
29005,2024-11-16 14:23:41,Hugo,7,46.6662,Crouching Cat,1,32,0,1,1,0,0,,,
29004,2024-11-16 14:22:30,Hugo,7,104.566,Crouching Cat,1,57,0,1,1,0,0,,,
29003,2024-11-16 14:20:34,Hugo,7,31.5136,Diamond,1,23,0,1,1,0,0,,,
29002,2024-11-16 14:19:56,Hugo,7,41.6836,Diamond,1,34,0,1,1,0,0,,,
29001,2024-11-16 14:18:58,Hugo,7,398.368,Diamond,1,197,0,1,1,0,0,,,
29000,2024-11-16 14:12:10,Hugo,7,34.2773,A Nice Lighthouse,1,25,0,1,1,0,0,,,
28999,2024-11-16 14:11:29,Hugo,7,51.1242,A Nice Lighthouse,1,34,0,1,1,0,0,,,
28998,2024-11-16 14:10:33,Hugo,7,272.878,A Nice Lighthouse,1,139,0,1,1,0,0,,,
28997,2024-11-16 14:04:51,Hugo,7,34.8059,House of Tangrams,1,28,0,1,1,0,0,,,
28996,2024-11-16 14:02:29,Hugo,7,51.5628,House of Tangrams,1,27,0,1,1,0,0,,,
28995,2024-11-16 14:01:14,Hugo,7,64.3721,Candle,1,33,0,1,1,0,0,,,
28994,2024-11-16 13:12:09,Hugo,7,74.5937,Candle,1,28,0,1,1,0,0,,,
28993,2024-11-09 20:44:33,i,i,87.809,Crouching Cat,1,91,0,0,0,0,0,,,
28992,2024-11-09 16:57:50,teal,QAC307LO,300.059,Crouching Cat,1,150,0,1,1,1,135.847,2026,74,4
28991,2024-11-09 16:44:29,dark,QAC307LO,88.9132,The G,1,37,0,0,0,0,0,2028,75,7
28990,2024-11-09 16:41:57,light,QAC307LO,155.23,Crouching Cat,1,45,0,1,1,0,0,2025,69 inches,7
28989,2024-11-09 16:30:07,dog,QAC307LO,126.555,Diamond,1,106,0,0,0,0,0,2027,68,3
28988,2024-11-09 16:26:17,azure,QAC307LO,442.979,Laughing Man,1,311,0,0,0,0,0,2028,72,4
28987,2024-11-09 16:17:34,royal,QAC307LO,88.1059,Simple Chair,1,43,0,0,0,0,0,2028,63,7
28986,2024-11-08 14:13:14,jjj,kk,112.573,Candle,1,71,0,0,0,0,0,,,
28985,2024-11-08 05:52:50,j,j,218.895,A Nice Lighthouse,1,99,0,1,1,1,130.875,,,
28984,2024-11-08 05:48:57,j,j,304.966,House of Tangrams,1,149,0,1,1,1,247.862,,,
28983,2024-11-08 05:43:36,j,j,330.656,Candle,1,91,0,1,1,0,0,,,
28982,2024-11-07 21:42:06,CamiO,CamiO,52.5876,The Hook,1,38,0,1,1,0,0,,,
28981,2024-11-07 21:41:06,CamiO,CamiO,54.9836,The G,1,30,0,1,1,0,0,,,
28980,2024-11-07 21:40:01,CamiO,CamiO,50.8253,Piano,1,27,0,1,1,1,10.5548,,,
28979,2024-11-07 21:39:03,CamiO,CamiO,62.8342,Simple Chair,1,35,0,1,1,2,13.5535,,,
28978,2024-11-07 21:37:49,CamiO,CamiO,117.564,Laughing Man,1,62,0,1,1,3,33.7025,,,
28977,2024-11-07 21:35:45,CamiO,CamiO,100.564,Crouching Cat,1,56,0,1,1,4,6.85388,,,
28976,2024-11-07 21:33:57,CamiO,CamiO,95.583,Diamond,1,53,0,1,1,3,23.0859,,,
28975,2024-11-07 21:32:14,CamiO,CamiO,104.865,A Nice Lighthouse,1,58,0,1,1,5,41.4689,,,
28974,2024-11-07 21:30:22,CamiO,CamiO,42.0675,House of Tangrams,1,26,0,1,1,0,0,,,
28973,2024-11-07 21:29:31,CamiO,CamiO,43.0841,Candle,1,22,0,1,1,0,0,,,
28972,2024-11-07 21:28:34,CamiO,CamiO,51.2009,The Hook,1,28,0,1,1,0,0,,,
28971,2024-11-07 21:27:33,CamiO,CamiO,74.2504,The G,1,47,0,1,1,2,21.3868,,,
28970,2024-11-07 21:26:12,CamiO,CamiO,71.4336,Piano,1,39,0,1,1,1,33.0368,,,
28969,2024-11-07 21:24:53,CamiO,CamiO,148.214,Simple Chair,1,61,0,1,1,5,14.1198,,,
28968,2024-11-07 21:21:36,CamiO,CamiO,103.431,Laughing Man,1,55,0,1,1,3,22.6529,,,
28967,2024-11-07 21:19:41,CamiO,CamiO,67.3196,Crouching Cat,1,37,0,1,1,3,47.168,,,
28966,2024-11-07 21:18:19,CamiO,CamiO,71.8144,Diamond,1,45,0,1,1,3,40.7848,,,
28965,2024-11-07 21:16:52,CamiO,CamiO,72.8468,A Nice Lighthouse,1,32,0,1,1,3,15.1184,,,
28964,2024-11-07 21:15:22,CamiO,CamiO,43.551,House of Tangrams,1,22,0,1,1,0,0,,,
28963,2024-11-07 21:14:13,georgina,happy,46.957,The Hook,1,27,0,1,1,7,1.80103,,,
28962,2024-11-07 21:13:46,CamiO,CamiO,42.6833,Candle,1,29,0,1,1,0,0,,,
28961,2024-11-07 21:13:19,georgina,happy,49.9249,The G,1,25,0,1,1,7,4.9035,,,
28960,2024-11-07 21:12:22,georgina,happy,53.6435,Piano,1,32,0,1,1,7,1.40332,,,
28959,2024-11-07 21:11:23,georgina,happy,62.9075,Simple Chair,1,37,0,1,1,7,1.70129,,,
28958,2024-11-07 21:10:12,georgina,happy,94.0116,Laughing Man,1,56,0,1,1,7,1.8035,,,
28957,2024-11-07 21:08:31,georgina,happy,60.2932,Crouching Cat,1,45,0,1,1,7,1.5697,,,
28956,2024-11-07 21:07:24,georgina,happy,45.1387,Diamond,1,29,0,1,1,7,1.83411,,,
28955,2024-11-07 21:06:42,CamilaO,Tangrams,95.386,House of Tangrams,1,39,0,1,1,1,39.0525,,,
28954,2024-11-07 21:06:32,georgina,happy,37.6727,A Nice Lighthouse,1,22,0,1,1,7,1.13631,,,
28953,2024-11-07 21:05:47,georgina,happy,65.4092,House of Tangrams,1,35,0,1,1,7,1.9696,,,
28952,2024-11-07 21:04:35,georgina,happy,52.3897,Candle,1,25,0,1,1,7,1.9169,,,
28951,2024-11-07 21:01:33,georgina,happy,79.8591,The Hook,1,46,0,1,1,7,1.89972,,,
28950,2024-11-07 21:00:05,georgina,happy,158.17,The G,1,76,0,1,1,7,2.80365,,,
28949,2024-11-07 20:57:17,georgina,happy,103.082,Piano,1,50,0,1,1,7,2.98709,,,
28948,2024-11-07 20:55:25,georgina,happy,94.2312,Simple Chair,1,39,0,1,1,7,4.8038,,,
28947,2024-11-07 20:53:35,georgina,happy,160.236,Laughing Man,1,74,0,1,1,6,12.0375,,,
28946,2024-11-07 20:50:44,georgina,happy,137.099,Crouching Cat,1,63,0,1,1,2,67.1934,,,
28945,2024-11-07 20:42:48,georgina,happy,134.662,Diamond,1,61,0,1,1,4,10.4544,,,
28944,2024-11-07 20:40:16,georgina,happy,184.884,A Nice Lighthouse,1,68,0,1,1,6,110.444,,,
28943,2024-11-07 20:36:47,georgina,happy,106.233,House of Tangrams,1,42,0,1,1,0,0,,,
28942,2024-11-07 20:34:28,georgina,happy,236.874,Candle,1,77,0,1,1,4,100.064,,,
28941,2024-11-07 20:31:07,Elias,Elias,50.6709,A Nice Lighthouse,1,52,0,1,1,0,0,,,
28940,2024-11-07 20:29:21,Elias,Elias,24.4624,The Hook,1,21,0,1,1,0,0,,,
28939,2024-11-07 20:28:52,Elias,Elias,125.715,The Hook,1,117,0,1,1,0,0,,,
28938,2024-11-07 20:26:11,coo,coo,28.8753,Candle,1,25,0,1,1,0,0,,,
28937,2024-11-07 20:25:27,coo,coo,30.123,A Nice Lighthouse,1,25,0,1,1,0,0,,,
28936,2024-11-07 20:24:47,Elias,Elias,25.6939,The G,1,27,0,1,1,0,0,,,
28935,2024-11-07 20:24:18,Elias,Elias,93.82,The G,1,75,0,1,1,0,0,,,
28934,2024-11-07 20:24:08,coo,coo,29.5577,House of Tangrams,1,22,0,1,1,0,0,,,
28933,2024-11-07 20:22:06,Elias,Elias,145.657,Piano,1,126,0,1,1,0,0,,,
28932,2024-11-07 20:17:52,Elias,Elias,113.985,Piano,1,83,0,1,1,0,0,,,
28931,2024-11-07 20:17:50,Elias,1,53.0382,The G,1,39,0,1,1,0,0,,,
28930,2024-11-07 20:16:56,Elias,1,41.2363,The G,1,30,0,1,1,0,0,,,
28929,2024-11-07 20:16:08,Elias,1,73.4563,Crouching Cat,1,57,0,1,1,0,0,,,
28928,2024-11-07 20:15:00,Elias,Elias,37.4908,Simple Chair,1,30,0,1,1,0,0,,,
28927,2024-11-07 20:14:43,Elias,1,104.407,House of Tangrams,1,84,0,1,1,0,0,,,
28926,2024-11-07 20:14:18,Elias,Elias,80.795,Simple Chair,1,70,0,1,1,0,0,,,
28925,2024-11-07 20:12:53,Elias,1,120.591,House of Tangrams,1,92,0,1,1,4,105.489,,,
28924,2024-11-07 20:12:52,Elias,Elias,38.1572,Laughing Man,1,26,0,1,1,0,0,,,
28923,2024-11-07 20:12:10,Elias,Elias,26.112,Laughing Man,1,23,0,1,1,0,0,,,
28922,2024-11-07 20:07:37,Elias,Elias,19.612,Crouching Cat,1,16,0,1,1,0,0,,,
28921,2024-11-07 20:07:14,Elias,Elias,53.8517,Crouching Cat,1,47,0,1,1,0,0,,,
28920,2024-11-07 20:06:15,Elias,Elias,27.2763,Diamond,1,26,0,1,1,0,0,,,
28919,2024-11-07 20:05:25,Elias,Elias,46.4394,Diamond,1,35,0,1,1,0,0,,,
28918,2024-11-07 20:04:34,Elias,Elias,59.8356,Diamond,1,53,0,1,1,0,0,,,
28917,2024-11-07 20:03:28,Elias,Elias,34.9089,A Nice Lighthouse,1,39,0,1,1,0,0,,,
28916,2024-11-07 19:54:15,Elias,1,110.541,Laughing Man,1,84,0,1,1,0,0,,,
28915,2024-11-07 19:51:04,Elias,1,36.4365,Candle,1,28,0,1,1,0,0,,,
28914,2024-11-07 19:50:19,Elias,1,108.306,The Hook,1,71,0,1,1,0,0,,,
28913,2024-11-07 19:47:28,Elias,1,54.905,The G,1,39,0,1,1,0,0,,,
28912,2024-11-07 19:42:49,Elias,1,41.1374,Simple Chair,1,44,0,1,1,0,0,,,
28911,2024-11-07 19:42:06,Elias,1,139.374,Simple Chair,1,99,0,1,1,6,80.2551,,,
28910,2024-11-07 19:39:28,Elias,1,97.9584,Piano,1,78,0,1,1,5,52.8711,,,
28909,2024-11-07 19:37:42,Elias,1,74.006,Crouching Cat,1,38,0,1,1,0,0,,,
28908,2024-11-07 19:36:18,Elias,1,61.9219,A Nice Lighthouse,1,43,0,1,1,1,39.2547,,,
28907,2024-11-07 19:35:06,Elias,1,121.409,Diamond,1,89,0,1,1,4,67.8215,,,
28906,2024-11-07 19:30:56,Elias,1,37.6214,Laughing Man,1,31,0,1,1,0,0,,,
28905,2024-11-07 19:29:51,Elias,1,46.155,Laughing Man,1,36,0,1,1,0,0,,,
28904,2024-11-07 19:28:41,Elias,1,237.67,Laughing Man,1,142,0,1,1,7,99.2221,,,
28903,2024-11-07 19:23:43,Elias,1,44.487,House of Tangrams,1,37,0,1,1,5,18.9863,,,
28902,2024-11-07 19:22:54,Elias,1,91.2722,House of Tangrams,1,44,0,1,1,3,77.2034,,,
28901,2024-11-07 19:03:43,Salas,Salas,63.0157,The Hook,1,44,0,1,1,0,0,,,
28900,2024-11-07 19:02:32,Salas,Salas,36.169,The G,1,32,0,1,1,0,0,,,
28899,2024-11-07 19:01:49,Salas,Salas,51.4763,Piano,1,35,0,1,1,0,0,,,
28898,2024-11-07 19:00:51,Salas,Salas,36.0043,Simple Chair,1,28,0,1,1,0,0,,,
28897,2024-11-07 19:00:08,Salas,Salas,65.9997,Laughing Man,1,47,0,1,1,0,0,,,
28896,2024-11-07 18:58:51,Salas,Salas,27.7503,Crouching Cat,1,23,0,1,1,0,0,,,
28895,2024-11-07 18:58:17,Salas,Salas,29.8499,Diamond,1,21,0,1,1,0,0,,,
28894,2024-11-07 18:56:46,Salas,Salas,76.221,A Nice Lighthouse,1,45,0,1,1,2,56.8792,,,
28893,2024-11-07 18:55:19,Salas,Salas,31.6166,House of Tangrams,1,22,0,1,1,0,0,,,
28892,2024-11-07 18:54:43,Salas,Salas,47.1586,Candle,1,28,0,1,1,0,0,,,
28891,2024-11-07 18:51:31,Salas,Salas,49.7786,The Hook,1,35,0,1,1,0,0,,,
28890,2024-11-07 18:50:29,Salas,Salas,94.6096,The G,1,53,0,1,1,0,0,,,
28889,2024-11-07 18:48:43,Salas,Salas,113.086,Piano,1,71,0,1,1,7,25.0325,,,
28888,2024-11-07 18:46:44,Salas,Salas,78.288,Simple Chair,1,50,0,1,1,4,45.7573,,,
28887,2024-11-07 18:45:11,Salas,Salas,40.8732,Laughing Man,1,26,0,1,1,2,3.67218,,,
28886,2024-11-07 18:44:19,Salas,Salas,63.5825,Crouching Cat,1,35,0,1,1,2,33.5862,,,
28885,2024-11-07 18:42:32,Salas,Salas,61.6973,Diamond,1,41,0,1,1,2,12.3919,,,
28884,2024-11-07 18:41:13,Salas,Salas,29.5008,A Nice Lighthouse,1,22,0,1,1,1,1.8708,,,
28883,2024-11-07 18:40:46,Salas,Salas,61.1971,A Nice Lighthouse,1,40,0,1,1,1,31.2522,,,
28882,2024-11-07 18:39:21,Salas,Salas,34.4206,House of Tangrams,1,29,0,1,1,0,0,,,
28881,2024-11-07 18:38:09,Salas,Salas,41.1399,Candle,1,22,0,1,1,0,0,,,
28880,2024-11-07 17:22:18,Alex,grupo,48.636,The Hook,1,30,0,1,1,0,0,,,
28879,2024-11-07 17:21:18,Alex,grupo,21.4868,The G,1,17,0,1,1,7,1.73682,,,
28878,2024-11-07 17:20:19,Alex,grupo,40.6509,Piano,1,37,0,1,1,3,2.7356,,,
28877,2024-11-07 17:17:36,Alex,grupo,52.0532,Simple Chair,1,57,0,1,1,1,35.87,,,
28876,2024-11-07 17:16:36,Alex,grupo,42.6697,Laughing Man,1,40,0,1,1,7,1.48621,,,
28875,2024-11-07 17:15:41,Alex,grupo,25.67,Crouching Cat,1,25,0,1,1,7,1.16968,,,
